CODGEO;REG;DEP;LIBGEO;Zone en vigueur depuis le 5 juillet 2024;Reclassement juillet 2024
01227;84;01;Magnieu;C;Non
01228;84;01;Maillat;C;Non
01229;84;01;Malafretaz;C;Non
01230;84;01;Mantenay-Montlin;C;Non
01231;84;01;Manziat;C;Non
01232;84;01;Marboz;C;Non
01233;84;01;Marchamp;C;Non
01234;84;01;Marignieu;C;Non
01235;84;01;Marlieux;C;Non
01236;84;01;Marsonnas;C;Non
01237;84;01;Martignat;C;Non
01238;84;01;Massieux;B1;Oui
01239;84;01;Massignieu-de-Rives;C;Non
01240;84;01;Matafelon-Granges;C;Non
01241;84;01;Meillonnas;C;Non
01242;84;01;Mérignat;C;Non
01243;84;01;Messimy-sur-Saône;C;Non
01244;84;01;Meximieux;B1;Oui
01245;84;01;Bohas-Meyriat-Rignat;C;Non
01246;84;01;Mézériat;C;Non
01247;84;01;Mijoux;B2;Non
01248;84;01;Mionnay;B1;Oui
01249;84;01;Miribel;B1;Non
01250;84;01;Misérieux;B1;Oui
01252;84;01;Mogneneins;C;Non
01254;84;01;Montagnat;C;Non
01255;84;01;Montagnieu;C;Non
01257;84;01;Montanges;C;Non
01258;84;01;Montceaux;C;Non
01259;84;01;Montcet;C;Non
01260;84;01;Le Montellier;C;Non
01261;84;01;Monthieux;C;Non
01262;84;01;Montluel;B1;Non
01263;84;01;Montmerle-sur-Saône;C;Non
01264;84;01;Montracol;C;Non
01265;84;01;Montréal-la-Cluse;C;Non
01266;84;01;Montrevel-en-Bresse;C;Non
01267;84;01;Nurieux-Volognat;C;Non
01268;84;01;Murs-et-Gélignieux;C;Non
01269;84;01;Nantua;C;Non
01272;84;01;Neuville-les-Dames;C;Non
01273;84;01;Neuville-sur-Ain;C;Non
01274;84;01;Les Neyrolles;C;Non
01275;84;01;Neyron;B1;Non
01276;84;01;Niévroz;B2;Non
01277;84;01;Nivollet-Montgriffon;C;Non
01279;84;01;Oncieu;C;Non
01280;84;01;Ordonnaz;C;Non
01281;84;01;Ornex;Abis;Oui
01282;84;01;Outriaz;C;Non
01283;84;01;Oyonnax;B2;Non
01284;84;01;Ozan;C;Non
01285;84;01;Parcieux;B2;Non
01286;84;01;Parves et Nattages;C;Non
01288;84;01;Péron;A;Non
01289;84;01;Péronnas;B2;Non
01290;84;01;Pérouges;B2;Non
01291;84;01;Perrex;C;Non
01293;84;01;Peyriat;C;Non
01294;84;01;Peyrieu;C;Non
01295;84;01;Peyzieux-sur-Saône;C;Non
01296;84;01;Pirajoux;C;Non
01297;84;01;Pizay;B2;Non
01298;84;01;Plagne;C;Non
01299;84;01;Le Plantay;C;Non
01301;84;01;Polliat;C;Non
01302;84;01;Pollieu;C;Non
01303;84;01;Poncin;C;Non
01304;84;01;Pont-d'Ain;C;Non
01305;84;01;Pont-de-Vaux;C;Non
01306;84;01;Pont-de-Veyle;C;Non
01307;84;01;Port;C;Non
01308;84;01;Pougny;B1;Non
01309;84;01;Pouillat;C;Non
01310;84;01;Prémeyzel;C;Non
01311;84;01;Prémillieu;C;Non
01313;84;01;Prévessin-Moëns;Abis;Oui
01314;84;01;Priay;C;Non
01317;84;01;Ramasse;C;Non
01318;84;01;Rancé;B2;Non
01319;84;01;Relevant;C;Non
01320;84;01;Replonges;C;Non
01321;84;01;Revonnas;C;Non
01322;84;01;Reyrieux;B1;Non
01323;84;01;Reyssouze;C;Non
01325;84;01;Rignieux-le-Franc;C;Non
01328;84;01;Romans;C;Non
01329;84;01;Rossillon;C;Non
01330;84;01;Ruffieu;C;Non
01331;84;01;Saint-Alban;C;Non
01332;84;01;Saint-André-de-Bâgé;C;Non
01333;84;01;Saint-André-de-Corcy;B1;Oui
01334;84;01;Saint-André-d'Huiriat;C;Non
01335;84;01;Saint-André-le-Bouchoux;C;Non
01336;84;01;Saint-André-sur-Vieux-Jonc;C;Non
01337;84;01;Saint-Bénigne;C;Non
01338;84;01;Groslée-Saint-Benoit;C;Non
01339;84;01;Saint-Bernard;B2;Non
01342;84;01;Sainte-Croix;B2;Non
01343;84;01;Saint-Cyr-sur-Menthon;C;Non
01344;84;01;Saint-Denis-lès-Bourg;B2;Non
01345;84;01;Saint-Denis-en-Bugey;C;Non
01346;84;01;Saint-Didier-d'Aussiat;C;Non
01347;84;01;Saint-Didier-de-Formans;B2;Non
01348;84;01;Saint-Didier-sur-Chalaronne;C;Non
01349;84;01;Saint-Éloi;C;Non
01350;84;01;Saint-Étienne-du-Bois;C;Non
01351;84;01;Saint-Étienne-sur-Chalaronne;C;Non
01352;84;01;Saint-Étienne-sur-Reyssouze;C;Non
01353;84;01;Sainte-Euphémie;B2;Non
01354;84;01;Saint-Genis-Pouilly;Abis;Oui
01355;84;01;Saint-Genis-sur-Menthon;C;Non
01356;84;01;Saint-Georges-sur-Renon;C;Non
01357;84;01;Saint-Germain-de-Joux;C;Non
01358;84;01;Saint-Germain-les-Paroisses;C;Non
01359;84;01;Saint-Germain-sur-Renon;C;Non
01360;84;01;Saint-Jean-de-Gonville;A;Oui
01361;84;01;Saint-Jean-de-Niost;C;Non
01362;84;01;Saint-Jean-de-Thurigneux;B2;Non
01363;84;01;Saint-Jean-le-Vieux;C;Non
01364;84;01;Saint-Jean-sur-Reyssouze;C;Non
01365;84;01;Saint-Jean-sur-Veyle;C;Non
01366;84;01;Sainte-Julie;C;Non
01367;84;01;Saint-Julien-sur-Reyssouze;C;Non
01368;84;01;Saint-Julien-sur-Veyle;C;Non
01369;84;01;Saint-Just;B2;Non
01370;84;01;Saint-Laurent-sur-Saône;B2;Non
01371;84;01;Saint-Marcel;C;Non
01372;84;01;Saint-Martin-de-Bavel;C;Non
01373;84;01;Saint-Martin-du-Frêne;C;Non
01374;84;01;Saint-Martin-du-Mont;C;Non
01375;84;01;Saint-Martin-le-Châtel;C;Non
01376;84;01;Saint-Maurice-de-Beynost;B1;Non
01378;84;01;Saint-Maurice-de-Gourdans;C;Non
01379;84;01;Saint-Maurice-de-Rémens;C;Non
01380;84;01;Saint-Nizier-le-Bouchoux;C;Non
01381;84;01;Saint-Nizier-le-Désert;C;Non
01382;84;01;Sainte-Olive;C;Non
01383;84;01;Saint-Paul-de-Varax;C;Non
01384;84;01;Saint-Rambert-en-Bugey;C;Non
01385;84;01;Saint-Rémy;C;Non
01386;84;01;Saint-Sorlin-en-Bugey;C;Non
01387;84;01;Saint-Sulpice;C;Non
01388;84;01;Saint-Trivier-de-Courtes;C;Non
01389;84;01;Saint-Trivier-sur-Moignans;C;Non
01390;84;01;Saint-Vulbas;C;Non
01391;84;01;Salavre;C;Non
01392;84;01;Samognat;C;Non
01393;84;01;Sandrans;C;Non
01396;84;01;Sault-Brénaz;C;Non
01397;84;01;Sauverny;Abis;Oui
01398;84;01;Savigneux;C;Non
01399;84;01;Ségny;Abis;Oui
01400;84;01;Seillonnaz;C;Non
01401;84;01;Sergy;A;Oui
01402;84;01;Sermoyer;C;Non
01403;84;01;Serrières-de-Briord;C;Non
01404;84;01;Serrières-sur-Ain;C;Non
01405;84;01;Servas;C;Non
01406;84;01;Servignat;C;Non
01407;84;01;Seyssel;C;Non
01408;84;01;Simandre-sur-Suran;C;Non
01410;84;01;Sonthonnax-la-Montagne;C;Non
01411;84;01;Souclin;C;Non
01412;84;01;Sulignat;C;Non
01415;84;01;Talissieu;C;Non
01416;84;01;Tenay;C;Non
01418;84;01;Thil;B2;Non
01419;84;01;Thoiry;A;Non
01420;84;01;Thoissey;C;Non
01421;84;01;Torcieu;C;Non
01422;84;01;Tossiat;C;Non
01423;84;01;Toussieux;B2;Non
01424;84;01;Tramoyes;B1;Oui
01425;84;01;La Tranclière;C;Non
01426;84;01;Val-Revermont;C;Non
01427;84;01;Trévoux;B1;Non
01428;84;01;Valeins;C;Non
01429;84;01;Vandeins;C;Non
01430;84;01;Varambon;C;Non
01431;84;01;Vaux-en-Bugey;C;Non
01432;84;01;Verjon;C;Non
01433;84;01;Vernoux;C;Non
01434;84;01;Versailleux;C;Non
01435;84;01;Versonnex;Abis;Oui
01436;84;01;Vesancy;A;Oui
01437;84;01;Vescours;C;Non
01439;84;01;Vésines;C;Non
01441;84;01;Vieu-d'Izenave;C;Non
01443;84;01;Villars-les-Dombes;B1;Oui
01444;84;01;Villebois;C;Non
01445;84;01;Villemotier;C;Non
01446;84;01;Villeneuve;C;Non
01447;84;01;Villereversure;C;Non
01448;84;01;Villes;C;Non
01449;84;01;Villette-sur-Ain;C;Non
01450;84;01;Villieu-Loyes-Mollon;C;Non
01451;84;01;Viriat;B2;Non
01452;84;01;Virieu-le-Grand;C;Non
01453;84;01;Arvière-en-Valromey;C;Non
01454;84;01;Virignin;C;Non
01456;84;01;Vongnes;C;Non
01457;84;01;Vonnas;C;Non
02001;32;02;Abbécourt;C;Non
02002;32;02;Achery;C;Non
02003;32;02;Acy;C;Non
02004;32;02;Agnicourt-et-Séchelles;C;Non
02005;32;02;Aguilcourt;C;Non
02006;32;02;Aisonville-et-Bernoville;C;Non
02007;32;02;Aizelles;C;Non
02008;32;02;Aizy-Jouy;C;Non
02009;32;02;Alaincourt;C;Non
02010;32;02;Allemant;C;Non
02011;32;02;Ambleny;C;Non
02012;32;02;Ambrief;C;Non
02013;32;02;Amifontaine;C;Non
02014;32;02;Amigny-Rouy;C;Non
02015;32;02;Ancienville;C;Non
02016;32;02;Andelain;C;Non
02017;32;02;Anguilcourt-le-Sart;C;Non
02018;32;02;Anizy-le-Grand;C;Non
02019;32;02;Annois;C;Non
02020;32;02;Any-Martin-Rieux;C;Non
02021;32;02;Archon;C;Non
02022;32;02;Arcy-Sainte-Restitue;C;Non
02023;32;02;Armentières-sur-Ourcq;C;Non
02024;32;02;Arrancy;C;Non
02025;32;02;Artemps;C;Non
02027;32;02;Assis-sur-Serre;C;Non
02028;32;02;Athies-sous-Laon;B2;Non
02029;32;02;Attilly;C;Non
02030;32;02;Aubencheul-aux-Bois;C;Non
02031;32;02;Aubenton;C;Non
02032;32;02;Aubigny-aux-Kaisnes;C;Non
02033;32;02;Aubigny-en-Laonnois;C;Non
02034;32;02;Audignicourt;C;Non
02035;32;02;Audigny;C;Non
02036;32;02;Augy;C;Non
02037;32;02;Aulnois-sous-Laon;C;Non
02038;32;02;Les Autels;C;Non
02039;32;02;Autremencourt;C;Non
02040;32;02;Autreppes;C;Non
02041;32;02;Autreville;C;Non
02042;32;02;Azy-sur-Marne;C;Non
02043;32;02;Bagneux;C;Non
02044;32;02;Bancigny;C;Non
02046;32;02;Barenton-Bugny;C;Non
02047;32;02;Barenton-Cel;C;Non
02048;32;02;Barenton-sur-Serre;C;Non
02049;32;02;Barisis-aux-Bois;C;Non
02050;32;02;Barzy-en-Thiérache;C;Non
02051;32;02;Barzy-sur-Marne;C;Non
02052;32;02;Bassoles-Aulers;C;Non
02053;32;02;Vallées en Champagne;C;Non
02054;32;02;Bazoches-et-Saint-Thibaut;C;Non
02055;32;02;Beaumé;C;Non
02056;32;02;Beaumont-en-Beine;C;Non
02057;32;02;Beaurevoir;C;Non
02058;32;02;Beaurieux;C;Non
02059;32;02;Beautor;C;Non
02060;32;02;Beauvois-en-Vermandois;C;Non
02061;32;02;Becquigny;C;Non
02062;32;02;Belleau;C;Non
02063;32;02;Bellenglise;C;Non
02064;32;02;Belleu;B2;Non
02065;32;02;Bellicourt;C;Non
02066;32;02;Benay;C;Non
02067;32;02;Bergues-sur-Sambre;C;Non
02068;32;02;Berlancourt;C;Non
02069;32;02;Berlise;C;Non
02070;32;02;Bernot;C;Non
02071;32;02;Berny-Rivière;C;Non
02072;32;02;Berrieux;C;Non
02073;32;02;Berry-au-Bac;C;Non
02074;32;02;Bertaucourt-Epourdon;C;Non
02075;32;02;Berthenicourt;C;Non
02076;32;02;Bertricourt;C;Non
02078;32;02;Besmé;C;Non
02079;32;02;Besmont;C;Non
02080;32;02;Besny-et-Loizy;C;Non
02081;32;02;Béthancourt-en-Vaux;C;Non
02082;32;02;Beugneux;C;Non
02083;32;02;Beuvardes;C;Non
02084;32;02;Bézu-le-Guéry;B2;Non
02085;32;02;Bézu-Saint-Germain;C;Non
02086;32;02;Bichancourt;C;Non
02087;32;02;Bieuxy;C;Non
02088;32;02;Bièvres;C;Non
02089;32;02;Billy-sur-Aisne;C;Non
02090;32;02;Billy-sur-Ourcq;C;Non
02091;32;02;Blanzy-lès-Fismes;C;Non
02093;32;02;Blérancourt;C;Non
02094;32;02;Blesmes;B2;Non
02095;32;02;Bohain-en-Vermandois;C;Non
02096;32;02;Bois-lès-Pargny;C;Non
02097;32;02;Boncourt;C;Non
02098;32;02;Bonneil;C;Non
02099;32;02;Bonnesvalyn;C;Non
02100;32;02;Bony;C;Non
02101;32;02;Bosmont-sur-Serre;C;Non
02102;32;02;Bouconville-Vauclair;C;Non
02103;32;02;Boué;C;Non
02104;32;02;Bouffignereux;C;Non
02105;32;02;Bouresches;C;Non
02106;32;02;Bourg-et-Comin;C;Non
02107;32;02;Bourguignon-sous-Coucy;C;Non
02108;32;02;Bourguignon-sous-Montbavin;C;Non
02109;32;02;La Bouteille;C;Non
02110;32;02;Braine;C;Non
02111;32;02;Brancourt-en-Laonnois;C;Non
02112;32;02;Brancourt-le-Grand;C;Non
02114;32;02;Brasles;B2;Non
02115;32;02;Braye-en-Laonnois;C;Non
02116;32;02;Braye-en-Thiérache;C;Non
02117;32;02;Bray-Saint-Christophe;C;Non
02118;32;02;Braye;C;Non
02119;32;02;Brécy;C;Non
02120;32;02;Brenelle;C;Non
02121;32;02;Breny;C;Non
02122;32;02;Brie;C;Non
02123;32;02;Brissay-Choigny;C;Non
02124;32;02;Brissy-Hamégicourt;C;Non
02125;32;02;Brumetz;B2;Non
02126;32;02;Brunehamel;C;Non
02127;32;02;Bruyères-sur-Fère;C;Non
02128;32;02;Bruyères-et-Montbérault;C;Non
02129;32;02;Bruys;C;Non
02130;32;02;Bucilly;C;Non
02131;32;02;Bucy-le-Long;C;Non
02132;32;02;Bucy-lès-Cerny;C;Non
02133;32;02;Bucy-lès-Pierrepont;C;Non
02134;32;02;Buire;C;Non
02135;32;02;Buironfosse;C;Non
02136;32;02;Burelles;C;Non
02137;32;02;Bussiares;B2;Non
02138;32;02;Buzancy;C;Non
02139;32;02;Caillouël-Crépigny;C;Non
02140;32;02;Camelin;C;Non
02141;32;02;La Capelle;C;Non
02142;32;02;Castres;B2;Non
02143;32;02;Le Catelet;C;Non
02144;32;02;Caulaincourt;C;Non
02145;32;02;Caumont;C;Non
02146;32;02;Celles-lès-Condé;C;Non
02148;32;02;Celles-sur-Aisne;C;Non
02149;32;02;Cerizy;C;Non
02150;32;02;Cerny-en-Laonnois;C;Non
02151;32;02;Cerny-lès-Bucy;C;Non
02152;32;02;Cerseuil;C;Non
02153;32;02;Cessières-Suzy;C;Non
02154;32;02;Chacrise;C;Non
02155;32;02;Chaillevois;C;Non
02156;32;02;Chalandry;C;Non
02157;32;02;Chambry;B2;Non
02158;32;02;Chamouille;C;Non
02159;32;02;Champs;C;Non
02160;32;02;Chaourse;C;Non
02162;32;02;La Chapelle-sur-Chézy;C;Non
02163;32;02;Charly-sur-Marne;C;Non
02164;32;02;Le Charmel;C;Non
02165;32;02;Charmes;C;Non
02166;32;02;Chartèves;C;Non
02167;32;02;Chassemy;C;Non
02168;32;02;Château-Thierry;B1;Non
02169;32;02;Châtillon-lès-Sons;C;Non
02170;32;02;Châtillon-sur-Oise;C;Non
02171;32;02;Chaudardes;C;Non
02172;32;02;Chaudun;C;Non
02173;32;02;Chauny;C;Non
02174;32;02;Chavignon;C;Non
02175;32;02;Chavigny;C;Non
02176;32;02;Chavonne;C;Non
02177;32;02;Chérêt;C;Non
02178;32;02;Chermizy-Ailles;C;Non
02179;32;02;Chéry-Chartreuve;C;Non
02180;32;02;Chéry-lès-Pouilly;C;Non
02181;32;02;Chéry-lès-Rozoy;C;Non
02182;32;02;Chevennes;C;Non
02183;32;02;Chevregny;C;Non
02184;32;02;Chevresis-Monceau;C;Non
02185;32;02;Chézy-en-Orxois;B2;Non
02186;32;02;Chézy-sur-Marne;C;Non
02187;32;02;Chierry;B2;Non
02188;32;02;Chigny;C;Non
02189;32;02;Chivres-en-Laonnois;C;Non
02190;32;02;Chivres-Val;C;Non
02191;32;02;Chivy-lès-Étouvelles;C;Non
02192;32;02;Chouy;C;Non
02193;32;02;Cierges;C;Non
02194;32;02;Cilly;C;Non
02195;32;02;Ciry-Salsogne;C;Non
02196;32;02;Clacy-et-Thierret;C;Non
02197;32;02;Clairfontaine;C;Non
02198;32;02;Clamecy;C;Non
02199;32;02;Clastres;C;Non
02200;32;02;Clermont-les-Fermes;C;Non
02201;32;02;Cuvres-et-Valsery;C;Non
02203;32;02;Coincy;C;Non
02204;32;02;Coingt;C;Non
02205;32;02;Colligis-Crandelain;C;Non
02206;32;02;Colonfay;C;Non
02207;32;02;Commenchon;C;Non
02208;32;02;Concevreux;C;Non
02209;32;02;Condé-en-Brie;C;Non
02210;32;02;Condé-sur-Aisne;C;Non
02211;32;02;Condé-sur-Suippe;C;Non
02212;32;02;Condren;C;Non
02213;32;02;Connigis;C;Non
02214;32;02;Contescourt;B2;Non
02215;32;02;Corbeny;C;Non
02216;32;02;Corcy;B2;Non
02217;32;02;Coucy-le-Château-Auffrique;C;Non
02218;32;02;Coucy-lès-Eppes;C;Non
02219;32;02;Coucy-la-Ville;C;Non
02220;32;02;Coulonges-Cohan;C;Non
02221;32;02;Coupru;B2;Non
02222;32;02;Courbes;C;Non
02223;32;02;Courboin;C;Non
02224;32;02;Courcelles-sur-Vesle;C;Non
02225;32;02;Courchamps;B2;Non
02226;32;02;Courmelles;B2;Non
02227;32;02;Courmont;C;Non
02228;32;02;Courtemont-Varennes;C;Non
02229;32;02;Courtrizy-et-Fussigny;C;Non
02230;32;02;Couvrelles;C;Non
02231;32;02;Couvron-et-Aumencourt;C;Non
02232;32;02;Coyolles;B2;Non
02233;32;02;Cramaille;C;Non
02234;32;02;Craonne;C;Non
02235;32;02;Craonnelle;C;Non
02236;32;02;Crécy-au-Mont;C;Non
02237;32;02;Crécy-sur-Serre;C;Non
02238;32;02;Crépy;C;Non
02239;32;02;Crézancy;C;Non
02240;32;02;Croix-Fonsomme;C;Non
02241;32;02;La Croix-sur-Ourcq;C;Non
02242;32;02;Crouttes-sur-Marne;B2;Non
02243;32;02;Crouy;B2;Non
02244;32;02;Crupilly;C;Non
02245;32;02;Cuffies;B2;Non
02246;32;02;Cugny;C;Non
02248;32;02;Cuirieux;C;Non
02249;32;02;Cuiry-Housse;C;Non
02250;32;02;Cuiry-lès-Chaudardes;C;Non
02251;32;02;Cuiry-lès-Iviers;C;Non
02252;32;02;Cuissy-et-Geny;C;Non
02253;32;02;Cuisy-en-Almont;C;Non
02254;32;02;Cutry;C;Non
02255;32;02;Cys-la-Commune;C;Non
02256;32;02;Dagny-Lambercy;C;Non
02257;32;02;Dallon;B2;Non
02258;32;02;Dammard;B2;Non
02259;32;02;Dampleux;C;Non
02260;32;02;Danizy;C;Non
02261;32;02;Dercy;C;Non
02262;32;02;Deuillet;C;Non
02263;32;02;Dhuizel;C;Non
02264;32;02;Dizy-le-Gros;C;Non
02265;32;02;Dohis;C;Non
02266;32;02;Dolignon;C;Non
02267;32;02;Dommiers;C;Non
02268;32;02;Domptin;B2;Non
02269;32;02;Dorengt;C;Non
02270;32;02;Douchy;C;Non
02271;32;02;Dravegny;C;Non
02272;32;02;Droizy;C;Non
02273;32;02;Dury;C;Non
02274;32;02;Ébouleau;C;Non
02275;32;02;Effry;C;Non
02276;32;02;Englancourt;C;Non
02277;32;02;Épagny;C;Non
02278;32;02;Éparcy;C;Non
02279;32;02;Épaux-Bézu;C;Non
02280;32;02;Épieds;C;Non
02281;32;02;L'Épine-aux-Bois;C;Non
02282;32;02;Eppes;C;Non
02283;32;02;Erlon;C;Non
02284;32;02;Erloy;C;Non
02286;32;02;Esquéhéries;C;Non
02287;32;02;Essigny-le-Grand;C;Non
02288;32;02;Essigny-le-Petit;B2;Non
02289;32;02;Essises;C;Non
02290;32;02;Essômes-sur-Marne;B2;Non
02291;32;02;Estrées;C;Non
02292;32;02;Étampes-sur-Marne;B2;Non
02293;32;02;Étaves-et-Bocquiaux;C;Non
02294;32;02;Étouvelles;C;Non
02295;32;02;Étréaupont;C;Non
02296;32;02;Étreillers;C;Non
02297;32;02;Étrépilly;C;Non
02298;32;02;Étreux;C;Non
02299;32;02;Évergnicourt;C;Non
02302;32;02;Faverolles;C;Non
02303;32;02;Fayet;B2;Non
02304;32;02;La Fère;C;Non
02305;32;02;Fère-en-Tardenois;C;Non
02306;32;02;La Ferté-Chevresis;C;Non
02307;32;02;La Ferté-Milon;B2;Non
02308;32;02;Fesmy-le-Sart;C;Non
02309;32;02;Festieux;C;Non
02310;32;02;Fieulaine;B2;Non
02311;32;02;Filain;C;Non
02312;32;02;La Flamengrie;C;Non
02313;32;02;Flavigny-le-Grand-et-Beaurain;C;Non
02315;32;02;Flavy-le-Martel;C;Non
02316;32;02;Fleury;C;Non
02317;32;02;Fluquières;C;Non
02318;32;02;Folembray;C;Non
02319;32;02;Fonsomme;B2;Non
02320;32;02;Fontaine-lès-Clercs;C;Non
02321;32;02;Fontaine-lès-Vervins;C;Non
02322;32;02;Fontaine-Notre-Dame;B2;Non
02323;32;02;Fontaine-Uterte;C;Non
02324;32;02;Fontenelle;C;Non
02326;32;02;Fontenoy;C;Non
02327;32;02;Foreste;C;Non
02328;32;02;Fossoy;C;Non
02329;32;02;Fourdrain;C;Non
02330;32;02;Francilly-Selency;C;Non
02331;32;02;Franqueville;C;Non
02332;32;02;Fresnes-en-Tardenois;C;Non
02333;32;02;Fresnes-sous-Coucy;C;Non
02334;32;02;Fresnoy-le-Grand;C;Non
02335;32;02;Fressancourt;C;Non
02336;32;02;Frières-Faillouël;C;Non
02337;32;02;Froidestrées;C;Non
02338;32;02;Froidmont-Cohartille;C;Non
02339;32;02;Gandelu;B2;Non
02340;32;02;Gauchy;B2;Non
02341;32;02;Gercy;C;Non
02342;32;02;Gergny;C;Non
02343;32;02;Germaine;C;Non
02345;32;02;Gibercourt;C;Non
02346;32;02;Gizy;C;Non
02347;32;02;Gland;C;Non
02349;32;02;Goudelancourt-lès-Berrieux;C;Non
02350;32;02;Goudelancourt-lès-Pierrepont;C;Non
02351;32;02;Goussancourt;C;Non
02352;32;02;Gouy;C;Non
02353;32;02;Grandlup-et-Fay;C;Non
02354;32;02;Grandrieux;C;Non
02355;32;02;Gricourt;C;Non
02356;32;02;Grisolles;C;Non
02357;32;02;Gronard;C;Non
02358;32;02;Grougis;C;Non
02359;32;02;Grugies;B2;Non
02360;32;02;Villeneuve-sur-Aisne;C;Non
02361;32;02;Guise;C;Non
02362;32;02;Guivry;C;Non
02363;32;02;Guny;C;Non
02364;32;02;Guyencourt;C;Non
02366;32;02;Hannapes;C;Non
02367;32;02;Happencourt;C;Non
02368;32;02;Haramont;C;Non
02369;32;02;Harcigny;C;Non
02370;32;02;Hargicourt;C;Non
02371;32;02;Harly;B2;Non
02372;32;02;Hartennes-et-Taux;C;Non
02373;32;02;Hary;C;Non
02374;32;02;Lehaucourt;C;Non
02375;32;02;Hautevesnes;B2;Non
02376;32;02;Hauteville;C;Non
02377;32;02;Haution;C;Non
02378;32;02;La Hérie;C;Non
02379;32;02;Le Hérie-la-Viéville;C;Non
02380;32;02;Hinacourt;C;Non
02381;32;02;Hirson;C;Non
02382;32;02;Holnon;C;Non
02383;32;02;Homblières;B2;Non
02384;32;02;Houry;C;Non
02385;32;02;Housset;C;Non
02386;32;02;Iron;C;Non
02387;32;02;Itancourt;C;Non
02388;32;02;Iviers;C;Non
02389;32;02;Jaulgonne;C;Non
02390;32;02;Jeancourt;C;Non
02391;32;02;Jeantes;C;Non
02392;32;02;Joncourt;C;Non
02393;32;02;Jouaignes;C;Non
02395;32;02;Jumencourt;C;Non
02396;32;02;Jumigny;C;Non
02397;32;02;Jussy;C;Non
02398;32;02;Juvigny;C;Non
02399;32;02;Juvincourt-et-Damary;C;Non
02400;32;02;Laffaux;C;Non
02401;32;02;Laigny;C;Non
02402;32;02;Lanchy;C;Non
02403;32;02;Landifay-et-Bertaignemont;C;Non
02404;32;02;Landouzy-la-Cour;C;Non
02405;32;02;Landouzy-la-Ville;C;Non
02406;32;02;Landricourt;C;Non
02407;32;02;Laniscourt;C;Non
02408;32;02;Laon;B2;Non
02409;32;02;Lappion;C;Non
02410;32;02;Largny-sur-Automne;B2;Non
02411;32;02;Latilly;C;Non
02412;32;02;Launoy;C;Non
02413;32;02;Laval-en-Laonnois;C;Non
02414;32;02;Lavaqueresse;C;Non
02415;32;02;Laversine;C;Non
02416;32;02;Lemé;C;Non
02417;32;02;Lempire;C;Non
02418;32;02;Lerzy;C;Non
02419;32;02;Leschelle;C;Non
02420;32;02;Lesdins;B2;Non
02421;32;02;Lesges;C;Non
02422;32;02;Lesquielles-Saint-Germain;C;Non
02423;32;02;Leuilly-sous-Coucy;C;Non
02424;32;02;Leury;C;Non
02425;32;02;Leuze;C;Non
02426;32;02;Levergies;C;Non
02427;32;02;Lhuys;C;Non
02428;32;02;Licy-Clignon;C;Non
02429;32;02;Lierval;C;Non
02430;32;02;Liesse-Notre-Dame;C;Non
02431;32;02;Liez;C;Non
02432;32;02;Limé;C;Non
02433;32;02;Lislet;C;Non
02435;32;02;Logny-lès-Aubenton;C;Non
02438;32;02;Longpont;B2;Non
02439;32;02;Les Septvallons;C;Non
02440;32;02;Lor;C;Non
02441;32;02;Louâtre;C;Non
02442;32;02;Loupeigne;C;Non
02443;32;02;Lucy-le-Bocage;C;Non
02444;32;02;Lugny;C;Non
02445;32;02;Luzoir;C;Non
02446;32;02;Ly-Fontaine;C;Non
02447;32;02;Maast-et-Violaine;C;Non
02448;32;02;Mâchecourt;C;Non
02449;32;02;Macogny;C;Non
02450;32;02;Macquigny;C;Non
02451;32;02;Magny-la-Fosse;C;Non
02452;32;02;Maissemy;C;Non
02453;32;02;Maizy;C;Non
02454;32;02;La Malmaison;C;Non
02455;32;02;Malzy;C;Non
02456;32;02;Manicamp;C;Non
02457;32;02;Marchais;C;Non
02458;32;02;Dhuys et Morin-en-Brie;B2;Non
02459;32;02;Marcy;B2;Non
02460;32;02;Marcy-sous-Marle;C;Non
02461;32;02;Marest-Dampcourt;C;Non
02462;32;02;Mareuil-en-Dôle;C;Non
02463;32;02;Marfontaine;C;Non
02464;32;02;Margival;C;Non
02465;32;02;Marigny-en-Orxois;B2;Non
02466;32;02;Marizy-Sainte-Geneviève;C;Non
02467;32;02;Marizy-Saint-Mard;C;Non
02468;32;02;Marle;C;Non
02469;32;02;Marly-Gomont;C;Non
02470;32;02;Martigny;C;Non
02471;32;02;Martigny-Courpierre;C;Non
02472;32;02;Mauregny-en-Haye;C;Non
02473;32;02;Mayot;C;Non
02474;32;02;Mennessis;C;Non
02476;32;02;Mennevret;C;Non
02477;32;02;Mercin-et-Vaux;B2;Non
02478;32;02;Merlieux-et-Fouquerolles;C;Non
02480;32;02;Mesbrecourt-Richecourt;C;Non
02481;32;02;Mesnil-Saint-Laurent;B2;Non
02482;32;02;Meurival;C;Non
02483;32;02;Mézières-sur-Oise;C;Non
02484;32;02;Mézy-Moulins;C;Non
02485;32;02;Missy-aux-Bois;C;Non
02486;32;02;Missy-lès-Pierrepont;C;Non
02487;32;02;Missy-sur-Aisne;C;Non
02488;32;02;Molain;C;Non
02489;32;02;Molinchart;C;Non
02490;32;02;Monampteuil;C;Non
02491;32;02;Monceau-le-Neuf-et-Faucouzy;C;Non
02492;32;02;Monceau-lès-Leups;C;Non
02493;32;02;Monceau-le-Waast;C;Non
02494;32;02;Monceau-sur-Oise;C;Non
02495;32;02;Mondrepuis;C;Non
